ID_new,Job_Role,Location,Avg_num_response,Q3,Q3_num,Q4,Q4_num,Q5,Q5_num,Q6,Q6_num,Q7,Q7_num,Q8,Q8_num,Q9,Q9_num,Q10,Q10_num,Q11,Q11_num,Q12,Q12_num,Q13,Q13_num,Q14,Q14_num,Q15,Q15_cat,Q16,Q16_cat,Q17,Q17_num,Q18,Q18_cat,Q19,Q19_cat
id-118895094860,Shop Leadership,Arizona - Phoenix Shop,84.61538462,Agree,80,Agree,80,Strongly agree,100,Disagree,40,Strongly agree,100,Disagree,40,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Seeing the growth of individuals.,Learning & Growth,Drive distance from home.,Workload & Hours,Extremely satisfied,100,More land.,Physical Environment,,No Response
id-118895788766,Shop Leadership,North Carolina - Charlotte Shop,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,i like being a part of the historic growth of this company.  watching what it has become now from when i started.,Learning & Growth,Lack of communication at times.,Communication Issues,Satisfied,80,more communication on what's going on.,Communication,,No Response
id-118896512658,Pre-Con/Sales,North Carolina - Raleigh Office,84.61538462,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Working with great people. ,People & Relationships,Sometimes the hours and customer requests are demanding.,Workload & Hours,Extremely satisfied,100,Nothing comes to mind. ,No Changes Needed,,No Response
id-118896643556,Detailing,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Seeing the unique projects come to life if they are nearby in city. ,Challenges & Problem Solving,Other trades not following the design drawing. ,Process & Efficiency,Extremely satisfied,100,Having social events later than 4:00pm. Getting to know more of each department roll that affect my work experience.,Stronger Relationships,"Having a international culture event from all ethnicities that work for Steelfab to have a better understanding of each culture, food, and traditions. ",Work Culture
id-118896931203,HR,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,"People, flexibility and trust in the work that I do.",People & Relationships,Demanding schedule/heavy workload.,Workload & Hours,Neither satisfied nor dissatisfied,60,More remote opportunities and a clearer path for advancement,Workload & Staffing,,No Response
id-118896934321,Project Management,Texas - Allen Office,84.61538462,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,The trust that is given to me along with the culture we have in the Allen office ,Work Environment & Culture,hours and stress that is sometimes associated with the Project Management ,Workload & Hours,Satisfied,80,Compensation ,Compensation & Benefits,I do love the benefits we have and again there is a great culture family feel.  All and all i am grateful for this opportunity ,Gratitude & Appreciation
id-118896943268,Shop Leadership,Texas - Oakwood Office and Shop,84.61538462,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Strongly agree,100,Strongly disagree,20,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Push to think outside the box to make production more efficient,Other,Difficult employees,Interpersonal Issues,Extremely satisfied,100,Following my gut feelings more often,Other,,No Response
id-118896948473,Project Management,South Carolina - York Office and Shop,84.61538462,Agree,80,Agree,80,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,The opportunity for continued growth and learning,Learning & Growth,Managing unrealistic expectations from customers ,Other,Extremely satisfied,100,1) continue to openly collaborate between all affiliated offices.,Communication,,No Response
id-118896955021,Shop Leadership,Oklahoma - Durant Shop,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Strongly agree,100,Neither agree nor disagree,60,Agree,80,Agree,80,Agree,80,Agree,80,Make a difference,Making an Impact,Hours away from home.,Workload & Hours,Satisfied,80,More free time.,Work-Life Balance,,No Response
id-118896957161,Pre-Con/Sales,Georgia - Dublin Shop,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,That every project that I work on is different.  Love the variety.,Challenges & Problem Solving,Having to compete / fight with other SF affiliates over clients / territories.,Process & Efficiency,Satisfied,80,#NAME?,Other,,No Response
id-118896990222,Estimating,North Carolina - Raleigh Office,84.61538462,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,I love my coworkers and the overall work culture at SteelFab - everyone is so friendly and helpful,Work Environment & Culture,I am newer to the team so I do not have anything that I enjoy least,No Complaints,Satisfied,80,I again am newer to the team so I don't yet have anything I would change,No Changes Needed,,No Response
id-118897352660,Other,South Carolina - Florence Office and Shop,84.61538462,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,It has been a dependable place to work that has been good to me.,Other,"When it's hot, it's hot. When it's cold, it's cold.",Physical Environment,Satisfied,80,Skip    ,No Response,,No Response
id-118897382768,Shop Employee,South Carolina - Florence Office and Shop,84.61538462,Strongly agree,100,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,the money is good,Compensation & Security,having to deal with people who think they doesn't make mistakes ,Interpersonal Issues,Extremely satisfied,100,nothing,No Changes Needed,,No Response
id-118892657421,Other,Virginia - Emporia Shop,86.15384615,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Working as a team and seeing the positive results and hearing positive feedback about our mission to be the best.,Work Environment & Culture,Probably not being able to see the end result of a finished job.,Other,Extremely satisfied,100,I would like to learn more about steel construction as a whole.  It fascinates me.,Training & Development,I feel very fortunate that I am able to work with such a wonderful company and wonderful people.,Gratitude & Appreciation
id-118892658806,Shop Leadership,North Carolina - Fayetteville,86.15384615,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Neither agree nor disagree,60,Strongly agree,100,Strongly agree,100,being able to lead a team of guys to produce high quality steel products.,Making an Impact,,No Response,Extremely satisfied,100,,No Response,,No Response
id-118892660839,Estimating,South Carolina - York Office and Shop,86.15384615,Strongly agree,100,Strongly agree,100,Agree,80,Neither agree nor disagree,60,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,Sense of accomplishment completing/winning a job,Making an Impact,Commute impact on personal time,Workload & Hours,Extremely satisfied,100,nothing,No Changes Needed,,No Response
id-118892662011,Purchasing,Arizona - Phoenix Shop,86.15384615,Agree,80,Strongly agree,100,Strongly agree,100,Disagree,40,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,"I love the dynamic and morals of SteelFab, we are really one big family, and we all support each other through everything. There is no wrong question to ask, everyone will work together to find the solution. ",Work Environment & Culture,There is nothing that I can think of that I least enjoy. I wake up ready for work and do not have a dreading feeling of coming in. ,No Complaints,Extremely satisfied,100,I don't believe there is anything I would change; this company has made a have positive impact on my work life and I do not see any changes that need to be made,No Changes Needed,"I do want to say that I appreciate everything you have done for our plant, we were in a very rough time and SteelFab coming in was a HUGE blessing to everyone. Thank you so much for seeing our potential and supporting this plant and the employees through everything. ",Gratitude & Appreciation
id-118892670211,Engineering,North Carolina - Charlotte Corporate Office (Westport and Old Dowd),86.15384615,Strongly agree,100,Strongly agree,100,Neither agree nor disagree,60,Strongly agree,100,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Strongly agree,100,Strongly agree,100,Agree,80,Seeing the final products come to life,Making an Impact,being behind a desk all the time,Physical Environment,Satisfied,80,"Slightly less work, or not so rushed deadlines for every project. I feel like every project is due now and I fell stressed and rushed often.",Workload & Staffing,,No Response
id-118892677779,Administrative Support,South Carolina - York Office and Shop,86.15384615,Strongly agree,100,Strongly agree,100,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Agree,80,Strongly agree,100,Agree,80,I enjoy the daily interaction with the people that I work with.,People & Relationships,I do not have anything bad to say.,No Complaints,Satisfied,80,To have more input on things that affect our location.,Other,,No Response
id-118892681774,Other,Oregon - Tangent Office and Shop,86.15384615,Strongly agree,100,Agree,80,Agree,80,Disagree,40,Strongly agree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,Agree,80,Agree,80,Strongly agree,100,Agree,80,The opportunities to learn something new every day or even overcoming something challenging.,Learning & Growth,"Expecting the product to get started and done with little training on the process of how or tricks/tips to make the job get done right to make a smooth transition through the shop.  The only way for us to grow is to take the time and teach our green guys what is needed to get the job done correctly. Then they can pass that information along to the next guy, but this process all starts from the supervisors.  ",Workload & Hours,Satisfied,80,"When we get a big job rolling through the facility, I would like to see the supervisors and management get together and brainstorm on a plan of action on how we are going to handle the workload. There have been instances where we are in the middle of the job and encountered issues then talk about it. We could have been proactive instead of reactive.   ",Workload & Staffing,,No Response
